,links,names,ratings,price for one,cuisine
59,https://www.zomato.com/visakhapatnam/rayala-seema-home-tiffins-gajuwaka-vizag/order,Rayala Seema Home Tiffins,3.6,₹250 for one,"South Indian, Desserts"
60,https://www.zomato.com/visakhapatnam/donne-biryani-house-gajuwaka-vizag/order,Donne Biryani House,3.1,₹250 for one,Biryani
61,https://www.zomato.com/visakhapatnam/d-kitchen-gajuwaka-vizag/order,D Kitchen,3.4,₹250 for one,"Biryani, Chinese"
62,https://www.zomato.com/visakhapatnam/fusion-biryani-gajuwaka-vizag/order,Fusion Biryani,2.8,₹250 for one,"Biryani, Desserts"
63,https://www.zomato.com/visakhapatnam/milk-o-shakes-gajuwaka-vizag/order,Milk 'O' Shakes,3.7,₹250 for one,Shake
64,https://www.zomato.com/visakhapatnam/chill-bro-gajuwaka-vizag/order,Chill Bro!,3.0,₹250 for one,Beverages
65,https://www.zomato.com/visakhapatnam/bowl-99-gajuwaka-vizag/order,Bowl 99,2.9,₹250 for one,"North Indian, Desserts"
66,https://www.zomato.com/visakhapatnam/5-heads-resto-cafe-gajuwaka-vizag/order,5 Heads Resto Cafe,3.2,₹250 for one,"Sandwich, Pizza, Rolls, Fast Food, Bakery, Waffle, Desserts, Beverages"
67,https://www.zomato.com/visakhapatnam/khichdi-kahani-gajuwaka-vizag/order,Khichdi Kahani,3.0,₹250 for one,Gujarati
68,https://www.zomato.com/visakhapatnam/aaha-andhra-gajuwaka-vizag/order,Aaha Andhra,-,₹250 for one,Andhra
69,https://www.zomato.com/visakhapatnam/boxes-n-bowls-gajuwaka-vizag/order,Boxes N Bowls,3.1,₹250 for one,"Chinese, North Indian"
70,https://www.zomato.com/visakhapatnam/warmoven-cake-desserts-gajuwaka-vizag/order,Warmoven Cake & Desserts,-,₹250 for one,Bakery
71,https://www.zomato.com/visakhapatnam/healthy-club-gajuwaka-vizag/order,Healthy Club,3.4,₹250 for one,"Healthy Food, Salad"
72,https://www.zomato.com/visakhapatnam/marigold-restaurant-nathayyapalem-vizag/order,Marigold Restaurant,-,₹250 for one,"North Indian, South Indian, Chinese, Oriental, Fast Food, Biryani, Desserts, Beverages"
73,https://www.zomato.com/visakhapatnam/puliyogare-company-gajuwaka-vizag/order,Puliyogare Company,3.0,₹250 for one,"South Indian, Desserts"
74,https://www.zomato.com/visakhapatnam/mbr-food-bazar-1-gajuwaka-vizag/order,Mbr Food Bazar,-,₹250 for one,"Chinese, Fast Food, Biryani, Rolls"
75,https://www.zomato.com/visakhapatnam/ramachandra-restaurant-gajuwaka-vizag/order,Ramachandra Restaurant,4.1,₹250 for one,"Biryani, Chinese, North Indian, Seafood, Andhra, Sichuan, Mughlai, Desserts"
76,https://www.zomato.com/visakhapatnam/ashapura-restaurant-sriharipuram-vizag/order,Ashapura Restaurant,4.0,₹250 for one,"North Indian, Biryani, Chinese"
77,https://www.zomato.com/visakhapatnam/4-seasons-bakery-restaurant-gajuwaka-vizag/order,4 Seasons Bakery & Restaurant,4.3,₹250 for one,"Bakery, Desserts, Chinese, Biryani, North Indian, Sichuan, Ice Cream, Beverages"
78,https://www.zomato.com/visakhapatnam/jalapenos-food-court-2-sriharipuram-vizag/order,Jalapenos Food Court,4.0,₹250 for one,"Biryani, Chinese, Street Food, Fast Food, Desserts, Beverages"
79,https://www.zomato.com/visakhapatnam/sai-ganesh-vijayawadavari-mess-gajuwaka-vizag/order,Sai Ganesh Vijayawadavari Mess,3.2,₹250 for one,"Andhra, Biryani"
80,https://www.zomato.com/visakhapatnam/hotel-arina-1-gajuwaka-vizag/order,Hotel Arina,3.7,₹250 for one,"Continental, Fast Food, North Indian, Chinese, Biryani, Seafood, Desserts, Beverages"
81,https://www.zomato.com/visakhapatnam/red-velvet-marripalem-vizag/order,Red Velvet,4.2,₹250 for one,"Bakery, Desserts, Chinese, Sichuan, Fast Food, Beverages"
82,https://www.zomato.com/visakhapatnam/cake-walk-bakery-gopalapatnam-vizag/order,Cake Walk Bakery,4.2,₹250 for one,"Bakery, Desserts, Chinese, Fast Food"
83,https://www.zomato.com/visakhapatnam/the-arabian-kitchen-kancharapalem-vizag/order,The Arabian Kitchen,3.4,₹250 for one,"Mandi, North Indian, Chinese, Biryani"
84,https://www.zomato.com/visakhapatnam/alishan-gajuwaka-vizag/order,Alishan,3.8,₹250 for one,"Biryani, Street Food"
85,https://www.zomato.com/visakhapatnam/swap-1-gajuwaka-vizag/order,Swap,4.0,₹250 for one,"Healthy Food, Salad, Fast Food"
86,https://www.zomato.com/visakhapatnam/red-cherry-bakers-restaurant-gajuwaka-vizag/order,Red Cherry Bakers & Restaurant,3.9,₹250 for one,"North Indian, South Indian, Chinese, Biryani, Pizza, Fast Food, Beverages, Bakery"
87,https://www.zomato.com/visakhapatnam/the-mandi-croods-gajuwaka-vizag/order,The Mandi Croods,3.7,₹300 for one,"Biryani, Arabian, Lebanese, Mandi"
88,https://www.zomato.com/visakhapatnam/mr-biryani-1-gajuwaka-vizag/order,Mr. Biryani,4.0,₹300 for one,"Biryani, North Indian, Chinese, Sichuan"
89,https://www.zomato.com/visakhapatnam/jagadhamba-family-restaurant-marripalem-vizag/order,Jagadhamba Family Restaurant,3.4,₹300 for one,"Chinese, Fast Food, Rolls"
90,https://www.zomato.com/visakhapatnam/nimantran-inn-allipuram-vizag/order,Nimantran Inn,4.5,₹300 for one,"Bengali, North Indian"
91,https://www.zomato.com/visakhapatnam/sarvani-sweets-nad-junction-vizag/order,Sarvani Sweets,4.4,₹300 for one,"Mithai, North Indian, Chinese, Street Food, Beverages"
92,https://www.zomato.com/visakhapatnam/manmohan-rajasthani-bhojanalaya-allipuram-vizag/order,Manmohan Rajasthani Bhojanalaya,4.2,₹300 for one,"North Indian, South Indian, Chinese"
93,https://www.zomato.com/visakhapatnam/navyuga-food-parcels-gajuwaka-vizag/order,Navyuga Food Parcels,3.7,₹300 for one,"Biryani, South Indian, Chinese, Andhra"
94,https://www.zomato.com/visakhapatnam/jai-ganesh-maen-restaurant-gopalapatnam-vizag/order,Jai Ganesh Maen Restaurant,4.1,₹300 for one,South Indian
95,https://www.zomato.com/visakhapatnam/taj-hyderabadi-biryani-gajuwaka-vizag/order,Taj Hyderabadi Biryani,3.9,₹300 for one,"Biryani, North Indian"
96,https://www.zomato.com/visakhapatnam/five-star-koli-hut-gajuwaka-vizag/order,Five Star & Koli Hut,4.0,₹300 for one,Fast Food
97,https://www.zomato.com/visakhapatnam/wonton-momos-gajuwaka-vizag/order,Wonton Momos,3.8,₹300 for one,"Fast Food, Momos, Rolls"
98,https://www.zomato.com/visakhapatnam/santrupthi-takeaways-gajuwaka-vizag/order,Santrupthi Takeaways,3.9,₹300 for one,"Biryani, Chinese, North Indian, Andhra, Seafood"
99,https://www.zomato.com/visakhapatnam/kolkata-rolls-1-gajuwaka-vizag/order,Kolkata Rolls,3.8,₹100 for one,"Fast Food, Rolls, Sichuan, Chinese"
