,links,names,ratings,price for one,cuisine
104,https://www.zomato.com/visakhapatnam/abs-absolute-barbecues-dwaraka-nagar-vizag/order,AB's - Absolute Barbecues,3.5,₹150 for one,"Biryani, BBQ, Kebab, North Indian, Desserts"
105,https://www.zomato.com/visakhapatnam/ravis-kitchen-non-veg-restaurant-lawsons-bay-vizag/order,Ravi's Kitchen Non-Veg Restaurant,4.1,₹200 for one,"North Indian, Biryani, Continental, Seafood"
106,https://www.zomato.com/visakhapatnam/ak-coastal-kitchen-sagar-nagar-vizag/order,AK Coastal Kitchen,3.8,₹200 for one,"South Indian, North Indian, Biryani, Chinese, Street Food, Beverages, Shake"
107,https://www.zomato.com/visakhapatnam/8-2-8-chef-mvp-colony-vizag/order,8 - 2 - 8 Chef,3.9,₹200 for one,"Biryani, Chinese, North Indian"
108,https://www.zomato.com/visakhapatnam/taste-well-jagadamba-junction-vizag/order,Taste Well,3.9,₹200 for one,"Biryani, Chinese"
109,https://www.zomato.com/visakhapatnam/andhra-spice-kitchen-akkayyapalem-vizag/order,Andhra Spice Kitchen,3.7,₹200 for one,"Chinese, South Indian, Biryani"
110,https://www.zomato.com/visakhapatnam/ibaco-siripuram-vizag/order,ibaco,4.4,₹200 for one,Desserts
111,https://www.zomato.com/visakhapatnam/kritunga-dwaraka-nagar-vizag/order,Kritunga,3.6,₹200 for one,"Biryani, North Indian"
112,https://www.zomato.com/visakhapatnam/cafe-military-venkojipalem-vizag/order,Cafe Military,4.2,₹200 for one,"South Indian, Biryani, North Indian, Chinese, Seafood, Mughlai, Kebab"
113,https://www.zomato.com/visakhapatnam/visakha-dosa-point-ram-nagar-vizag/order,Visakha Dosa Point,4.1,₹200 for one,South Indian
114,https://www.zomato.com/visakhapatnam/the-rasoi-ram-nagar-vizag/order,The Rasoi,4.1,₹200 for one,"North Indian, Street Food"
115,https://www.zomato.com/visakhapatnam/hotel-amaravati-allipuram-vizag/order,Hotel Amaravati,3.9,₹200 for one,"North Indian, South Indian, Mughlai, Seafood, Desserts, Beverages"
116,https://www.zomato.com/visakhapatnam/daspalla-executive-court-ram-nagar-vizag/order,Daspalla Executive Court,4.1,₹200 for one,"South Indian, North Indian, Chinese, Biryani, Seafood, Desserts, Beverages"
117,https://www.zomato.com/visakhapatnam/inavars-waltair-uplands-vizag/order,Inavars,4.2,₹500 for one,"Biryani, North Indian"
118,https://www.zomato.com/visakhapatnam/aruns-paradise-restaurant-mvp-colony-vizag/order,Arun's Paradise Restaurant,3.7,₹500 for one,"Chinese, Biryani, North Indian, Seafood, Mughlai"
119,https://www.zomato.com/visakhapatnam/amrutham-mvp-colony-vizag/order,Amrutham,3.9,₹500 for one,"Andhra, South Indian"
120,https://www.zomato.com/visakhapatnam/kelvin-scale-natural-ice-creams-and-waffle-mvp-colony-vizag/order,Kelvin Scale - Natural Ice Creams And Waffle,4.3,₹500 for one,"Ice Cream, Waffle, Bakery, Shake"
121,https://www.zomato.com/visakhapatnam/fusion-foods-multicusine-family-restaurant-siripuram-vizag/order,Fusion Foods Multicusine Family Restaurant,4.0,₹500 for one,"Andhra, North Indian, Biryani, Chinese, Kebab, Desserts, Shake, Beverages"
122,https://www.zomato.com/visakhapatnam/baybee-chikizza-dwaraka-nagar-vizag/order,Baybee Chikizza,3.7,₹500 for one,"Pizza, Sandwich, Burger, Fast Food, Desserts, Shake, Beverages"
